         985027882 function calls (967092260 primitive calls) in 990.551 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.012    0.001    0.021    0.002 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\MaPPO.py:543(_soft_update_target)
     1500    0.012    0.000    0.159    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\autograd\__init__.py:28(_make_grads)
    68106    0.012    0.000    0.012    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numerictypes.py:622(<listcomp>)
     9348    0.012    0.000    0.026    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numeric.py:1816(isscalar)
     7500    0.011    0.000    0.060    0.000 <__array_function__ internals>:2(argmax)
     1500    0.011    0.000    2.143    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\autograd\grad_mode.py:23(decorate_context)
       48    0.011    0.000    0.011    0.000 {built-in method _has_compatible_shallow_copy_type}
     3476    0.011    0.000    0.011    0.000 {built-in method torch._C._log_api_usage_once}
    17543    0.011    0.000    0.013    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:1113(<lambda>)
      278    0.010    0.000    0.228    0.001 ..\highway_env\envs\highway_env_v1.py:216(_make_vehicles)
       25    0.010    0.000    0.010    0.000 {built-in method pygame.display.set_caption}
    20250    0.010    0.000    0.015    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\_VF.py:25(__getattr__)
       26    0.010    0.000    0.010    0.000 {built-in method marshal.loads}
        3    0.010    0.003    0.010    0.003 {built-in method _imp.create_dynamic}
     9975    0.010    0.000    0.040    0.000 ..\highway_env\envs\common\graphics.py:142(window_position)
   306/34    0.010    0.000    0.031    0.001 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:470(_parse)
    55388    0.009    0.000    0.009    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:3164(_around_dispatcher)
       26    0.009    0.000    0.018    0.001 <frozen importlib._bootstrap_external>:830(get_data)
     2700    0.009    0.000    0.208    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\_convert_np.py:9(make_np)
     1500    0.009    0.000    0.174    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\_convert_np.py:29(_prepare_pytorch)
       26    0.009    0.000    0.009    0.000 {method 'read' of '_io.FileIO' objects}
     7500    0.009    0.000    0.040    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:1114(argmax)
      200    0.009    0.000    0.046    0.000 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\single_agent\Memory_common.py:40(push)
        1    0.009    0.009  990.588  990.588 <ipython-input-2-60ff2ee6e95e>:5(<module>)
    10908    0.008    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:232(__next)
       25    0.008    0.000   11.417    0.457 ..\highway_env\envs\common\graphics.py:22(__init__)
      558    0.008    0.000    0.141    0.000 ..\highway_env\envs\common\abstract.py:133(define_spaces)
     2714    0.008    0.000    0.019    0.000 X:\Anaconda\envs\marl_cav\lib\threading.py:334(notify)
     1500    0.008    0.000    1.701    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\autograd\__init__.py:68(backward)
     9975    0.008    0.000    0.008    0.000 ..\highway_env\road\graphics.py:259(display_road_objects)
    18060    0.008    0.000    0.008    0.000 {built-in method math.sqrt}
     1164    0.008    0.000    0.091    0.000 ..\highway_env\vehicle\kinematics.py:36(__init__)
    19838    0.008    0.000    0.303    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:1068(parameters)
     2707    0.008    0.000    0.051    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\summary\writer\event_file_writer.py:161(write)
     2700    0.008    0.000    0.081    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:68(add_event)
    19838    0.008    0.000    0.296    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:1092(named_parameters)
       62    0.007    0.000    0.007    0.000 {method 'read' of '_io.BufferedReader' objects}
     1572    0.007    0.000    0.007    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\autograd\grad_mode.py:80(__init__)
       26    0.007    0.000    0.007    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:254(__init__)
     4986    0.007    0.000    0.026    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\gym\spaces\box.py:63(_get_precision)
     1736    0.007    0.000    0.007    0.000 {method 'release' of '_thread.lock' objects}
     2477    0.007    0.000    0.021    0.000 X:\Anaconda\envs\marl_cav\lib\ntpath.py:75(join)
 1768/104    0.007    0.000    0.026    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:884(state_dict)
     9999    0.007    0.000    0.007    0.000 {method 'insert' of 'list' objects}
      773    0.007    0.000    0.031    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:223(__init__)
     4488    0.007    0.000    0.007    0.000 {method 'astype' of 'numpy.ndarray' objects}
     58/4    0.007    0.000    5.491    1.373 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:357(_apply)
     1344    0.007    0.000    0.018    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:271(__init__)
  319/284    0.006    0.000    0.673    0.002 <frozen importlib._bootstrap>:966(_find_and_load)
      750    0.006    0.000    0.006    0.000 {built-in method broadcast_tensors}
     2496    0.006    0.000    0.009    0.000 ..\highway_env\envs\common\action.py:163(__init__)
    19500    0.006    0.000    0.006    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\functional.py:1292(<listcomp>)
     1044    0.006    0.000    0.012    0.000 X:\Anaconda\envs\marl_cav\lib\ntpath.py:200(split)
     9975    0.006    0.000    0.006    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numeric.py:1434(<listcomp>)
       13    0.006    0.000    0.006    0.000 {built-in method nt.mkdir}
     1200    0.006    0.000    0.070    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:316(add_scalar)
   580/34    0.006    0.000    0.027    0.001 X:\Anaconda\envs\marl_cav\lib\sre_compile.py:64(_compile)
     2707    0.006    0.000    0.074    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\summary\writer\event_file_writer.py:102(add_event)
      278    0.006    0.000    0.006    0.000 {method 'seed' of 'numpy.random.mtrand.RandomState' objects}
    19949    0.006    0.000    0.010    0.000 <string>:12(__new__)
       25    0.006    0.000    0.006    0.000 ..\highway_env\road\graphics.py:32(__init__)
     4440    0.005    0.000    0.005    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\gym\spaces\space.py:19(__init__)
      750    0.005    0.000    0.054    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\functional.py:2637(mse_loss)
       24    0.005    0.000    0.005    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
      270    0.005    0.000    0.172    0.001 <frozen importlib._bootstrap_external>:1233(find_spec)
     3144    0.005    0.000    0.007    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\autograd\grad_mode.py:166(__init__)
3054/1392    0.005    0.000    0.018    0.000 ..\highway_env\envs\common\action.py:226(action_factory)
     6700    0.005    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:187(_parse_version_parts)
     2826    0.005    0.000    0.014    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:803(__and__)
      798    0.005    0.000    0.016    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:205(_legacy_cmpkey)
    19950    0.005    0.000    0.005    0.000 {built-in method _operator.index}
 2220/558    0.005    0.000    0.013    0.000 ..\highway_env\envs\common\observation.py:423(observation_factory)
     1572    0.005    0.000    0.010    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\autograd\grad_mode.py:89(__exit__)
     1662    0.005    0.000    0.094    0.000 ..\highway_env\envs\common\observation.py:165(space)
        1    0.005    0.005    0.005    0.005 {built-in method _win32sysloader.LoadModule}
     5950    0.005    0.000    0.005    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:517(__new__)
       25    0.005    0.000    0.005    0.000 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\single_agent\Memory_common.py:57(sample)
      155    0.005    0.000    0.054    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\ipykernel\iostream.py:197(schedule)
        1    0.005    0.005    0.005    0.005 {method 'readlines' of '_io._IOBase' objects}
      834    0.005    0.000    0.015    0.000 X:\Anaconda\envs\marl_cav\lib\random.py:285(sample)
       12    0.005    0.000    0.016    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\linear.py:74(__init__)
     7942    0.005    0.000    0.005    0.000 {method 'replace' of 'str' objects}
    41320    0.005    0.000    0.005    0.000 {method 'items' of 'collections.OrderedDict' objects}
    10074    0.004    0.000    0.012    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:253(get)
     4044    0.004    0.000    0.004    0.000 {method 'size' of 'torch._C._TensorBase' objects}
     2496    0.004    0.000    0.004    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:272(_is_compressed_file)
  137/133    0.004    0.000    0.048    0.000 {built-in method builtins.__build_class__}
        8    0.004    0.001    0.004    0.001 {built-in method nt.chmod}
      303    0.004    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\_methods.py:143(_mean)
        1    0.004    0.004    0.005    0.005 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:251(__init__)
      750    0.004    0.000    0.012    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\functional.py:42(broadcast_tensors)
       26    0.004    0.000    0.004    0.000 {method 'close' of '_io.BufferedWriter' objects}
     9975    0.004    0.000    0.004    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numeric.py:1367(_moveaxis_dispatcher)
     1572    0.004    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\autograd\grad_mode.py:85(__enter__)
       24    0.004    0.000    0.004    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
      144    0.004    0.000    0.004    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
     1500    0.004    0.000    0.004    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       26    0.004    0.000    0.338    0.013 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:333(save)
      558    0.003    0.000    0.011    0.000 ..\highway_env\envs\common\observation.py:404(__init__)
     5951    0.003    0.000    0.008    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:267(__call__)
       26    0.003    0.000    0.370    0.014 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\MaPPO.py:585(save)
     1768    0.003    0.000    0.019    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:850(_save_to_state_dict)
     2496    0.003    0.000    0.009    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:280(_should_read_directly)
       25    0.003    0.000    0.003    0.000 {VideoWriter_fourcc}
      834    0.003    0.000    0.122    0.000 ..\highway_env\vehicle\controller.py:260(__init__)
     4170    0.003    0.000    0.005    0.000 X:\Anaconda\envs\marl_cav\lib\random.py:223(_randbelow)
      196    0.003    0.000    0.004    0.000 X:\Anaconda\envs\marl_cav\lib\sre_compile.py:250(_optimize_charset)
     1662    0.003    0.000    0.004    0.000 ..\highway_env\envs\common\observation.py:132(__init__)
     2700    0.003    0.000    0.004    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:233(_check_caffe2_blob)
   349/19    0.003    0.000    0.009    0.000 X:\Anaconda\envs\marl_cav\lib\abc.py:196(__subclasscheck__)
       75    0.003    0.000    0.003    0.000 {built-in method empty}
     31/2    0.003    0.000  990.588  495.294 {built-in method builtins.exec}
     1235    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
      615    0.003    0.000    0.007    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       48    0.003    0.000    0.003    0.000 {built-in method _make_subclass}
     2496    0.003    0.000    0.004    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:121(_cuda_tag)
        1    0.003    0.003    0.003    0.003 {built-in method torch._C._cuda_init}
      504    0.003    0.000    0.162    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2140(distributions_from_metadata)
      102    0.003    0.000    0.041    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\ipykernel\iostream.py:386(write)
      278    0.003    0.000    0.383    0.001 ..\highway_env\envs\highway_env_v1.py:191(_reset)
      558    0.003    0.000    0.011    0.000 ..\highway_env\envs\common\action.py:199(__init__)
     4716    0.002    0.000    0.002    0.000 {built-in method torch._C.is_grad_enabled}
     1762    0.002    0.000    0.039    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2082(dist_factory)
     2062    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
      546    0.002    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:474(_cmpkey)
     1501    0.002    0.000    0.003    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:64(get_logdir)
    10947    0.002    0.000    0.002    0.000 {built-in method nt.fspath}
      750    0.002    0.000    0.035    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\loss.py:442(__init__)
     4500    0.002    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\tensor.py:24(<genexpr>)
        7    0.002    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:1067(_path_hooks)
      278    0.002    0.000    0.143    0.001 ..\highway_env\envs\highway_env_v1.py:199(_make_road)
     2496    0.002    0.000    0.007    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\serialization.py:164(location_tag)
  890/352    0.002    0.000    0.003    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:173(getwidth)
     1164    0.002    0.000    0.093    0.000 ..\highway_env\vehicle\controller.py:35(__init__)
     2496    0.002    0.000    0.002    0.000 {method 'storage' of 'torch._C._TensorBase' objects}
     5885    0.002    0.000    0.002    0.000 {method 'group' of '_sre.SRE_Match' objects}
      252    0.002    0.000    0.053    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2598(from_location)
     2701    0.002    0.000    0.011    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:248(_get_file_writer)
      558    0.002    0.000    0.099    0.000 ..\highway_env\envs\common\observation.py:416(space)
     1662    0.002    0.000    0.006    0.000 ..\highway_env\envs\common\action.py:186(space)
      802    0.002    0.000    0.002    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
     1116    0.002    0.000    0.003    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\gym\spaces\tuple.py:13(__init__)
     2736    0.002    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\threading.py:239(__enter__)
     2498    0.002    0.000    0.003    0.000 X:\Anaconda\envs\marl_cav\lib\sre_parse.py:163(__getitem__)
       48    0.002    0.000    0.013    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:361(compute_should_use_set_data)
      335    0.002    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1144(__init__)
     2714    0.002    0.000    0.003    0.000 X:\Anaconda\envs\marl_cav\lib\queue.py:206(_put)
        1    0.002    0.002    6.717    6.717 p:\学校相关\比赛、项目及其他\2022交科校赛\MARL_CAVs\MARL_CAVs-main\MARL\MaPPO.py:29(__init__)
        1    0.002    0.002    0.052    0.052 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:982(emit)
     1562    0.002    0.000    0.002    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\module.py:1175(named_children)
     1662    0.002    0.000    0.003    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\gym\spaces\discrete.py:14(__init__)
